id,label
603,0
604,0
605,0
606,1
607,1
608,0
609,1
610,0
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,1
619,0
620,0
621,0
622,0
623,0
624,1
625,1
626,1
627,0
628,0
629,1
630,1
631,0
632,1
633,1
634,0
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,1
658,1
659,0
660,0
661,1
662,0
663,0
664,1
665,0
666,0
667,1
668,1
669,1
670,1
671,0
672,0
673,0
674,1
675,1
676,1
677,0
678,0
679,1
680,0
681,1
682,0
683,1
684,0
685,1
686,1
687,1
688,1
689,0
690,1
691,1
692,1
693,1
694,1
695,1
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,0
712,1
713,1
714,0
715,1
716,1
717,0
718,1
719,1
720,0
721,0
722,0
723,1
724,1
725,1
726,0
727,1
728,0
729,0
730,1
731,1
732,1
733,0
734,0
735,1
736,1
737,0
738,1
739,0
740,1
741,0
742,1
743,0
744,1
745,1
746,1
747,1
748,0
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,0
759,0
760,1
761,1
762,0
763,1
764,0
765,1
766,1
767,1
768,0
769,1
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,0
779,1
780,1
781,0
782,1
783,1
784,1
785,0
786,1
787,0
788,0
789,1
790,1
791,1
792,1
793,0
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,0
802,0
803,0
804,0
805,1
806,1
807,1
808,1
809,1
810,1
811,0
812,1
813,0
814,0
815,1
816,1
817,1
818,1
819,0
820,0
821,1
822,0
823,1
824,0
825,0
826,1
827,0
828,1
829,0
830,0
831,0
832,1
833,1
834,0
835,1
836,0
837,1
838,1
839,1
840,0
841,0
842,1
843,0
844,1
845,1
846,1
847,0
848,1
849,1
850,1
851,1
852,0
853,1
854,1
855,0
856,0
857,1
858,1
859,0
860,0
861,1
862,1
863,1
864,1
865,1
866,1
867,0
868,0
869,0
870,0
871,1
872,1
873,1
874,1
875,0
876,1
877,0
878,1
879,0
880,0
881,0
882,1
883,1
884,1
885,1
886,0
887,1
888,0
889,0
890,0
891,1
892,0
893,1
894,0
895,1
896,0
897,0
898,0
899,1
900,1
901,0
902,0
903,1
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,1
912,1
913,0
914,1
915,0
916,1
917,0
918,1
919,1
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,1
938,0
939,0
940,1
941,0
942,0
943,0
944,1
945,1
946,1
947,0
948,0
949,1
950,0
951,0
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,0
960,1
961,0
962,1
963,1
964,0
965,0
966,1
967,0
968,1
969,1
970,1
971,1
972,0
973,0
974,1
975,0
976,0
977,0
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,0
986,0
987,0
988,0
989,1
990,1
991,0
992,0
993,0
994,0
995,1
996,1
997,1
998,1
999,0
1000,1
1001,1
1002,0
1003,1
1004,1
1005,0
1006,1
1007,1
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,1
1015,0
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,0
1024,1
1025,0
1026,0
1027,1
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,1
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,0
1061,0
1062,0
1063,0
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,0
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,0
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,1
1098,0
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,0
1112,0
1113,0
1114,1
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,1
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,0
1149,1
1150,1
1151,1
1152,0
1153,0
1154,1
1155,1
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,0
1173,0
1174,1
1175,1
1176,0
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,0
1209,1
1210,1
1211,1
1212,0
1213,0
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,0
1221,1
1222,0
1223,1
1224,1
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,0
1254,0
1255,0
1256,1
1257,1
1258,0
1259,0
1260,1
1261,1
1262,1
1263,0
1264,1
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,0
1278,0
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,1
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,1
1312,0
1313,1
1314,1
1315,1
1316,0
1317,0
1318,1
1319,1
1320,0
1321,0
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,1
1332,1
1333,1
1334,1
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,1
1349,1
1350,0
1351,1
1352,0
1353,1
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,0
1361,0
1362,0
1363,0
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,0
1371,0
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,0
1379,0
1380,1
1381,1
1382,1
1383,0
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,0
1392,0
1393,1
1394,0
1395,1
1396,1
1397,0
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,0
1411,1
1412,0
1413,0
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,0
1427,0
1428,1
1429,0
1430,1
1431,0
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,0
1447,0
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,0
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1482,1
1483,1
1484,0
1485,0
1486,1
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,1
1499,0
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,1
1507,0
1508,1
1509,1
1510,0
1511,1
1512,0
1513,0
1514,0
1515,1
1516,1
1517,1
1518,0
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,1
1531,1
1532,0
1533,0
1534,1
1535,0
1536,1
1537,0
1538,1
1539,1
1540,0
1541,1
1542,0
1543,0
1544,1
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,1
1558,1
1559,0
1560,1
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,0
1568,1
1569,1
1570,1
1571,0
1572,1
1573,1
1574,1
1575,1
1576,0
1577,1
1578,0
1579,0
1580,0
1581,1
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,0
1589,0
1590,1
1591,1
1592,0
1593,0
1594,1
1595,0
1596,0
1597,0
1598,1
1599,1
1600,1
1601,0
1602,0
1603,1
1604,0
1605,0
1606,0
1607,1
1608,0
1609,1
1610,1
1611,0
1612,1
1613,0
1614,0
1615,0
1616,0
1617,1
1618,0
1619,1
1620,1
1621,0
1622,0
1623,1
1624,0
1625,1
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,1
1634,1
1635,0
1636,1
1637,1
1638,1
1639,0
1640,1
1641,0
1642,1
1643,1
1644,0
1645,1
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,1
1653,1
1654,1
1655,0
1656,1
1657,0
1658,1
1659,1
1660,0
1661,0
1662,1
1663,0
1664,0
1665,1
1666,0
1667,1
1668,0
1669,1
1670,0
1671,1
1672,1
1673,1
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,0
1681,0
1682,1
1683,1
1684,1
1685,1
1686,0
1687,0
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,0
1699,0
1700,0
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,1
1712,0
1713,0
1714,1
1715,1
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,1
1733,1
1734,1
1735,0
1736,1
1737,1
1738,0
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,1
1754,0
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,1
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,0
1778,1
1779,0
1780,0
1781,1
1782,1
1783,0
1784,1
1785,1
1786,0
1787,1
1788,1
1789,1
1790,1
1791,1
1792,0
1793,1
1794,1
1795,0
1796,0
1797,1
1798,0
1799,0
1800,1
1801,1
1802,0
1803,1
1804,0
1805,1
1806,0
1807,1
1808,1
1809,0
1810,0
1811,1
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,1
1820,0
1821,1
1822,0
1823,0
1824,0
1825,1
1826,1
1827,0
1828,1
1829,1
1830,0
1831,1
1832,1
1833,0
1834,0
1835,0
1836,0
1837,0
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,0
1851,1
1852,1
1853,1
1854,0
1855,1
1856,0
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,1
1868,1
1869,0
1870,1
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,1
1890,0
1891,1
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,0
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,0
1918,0
1919,0
1920,0
1921,1
1922,1
1923,0
1924,1
1925,1
1926,0
1927,0
1928,1
1929,0
1930,1
1931,1
1932,0
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,1
1948,1
1949,1
1950,1
1951,0
1952,1
1953,0
1954,1
1955,0
1956,0
1957,1
1958,0
1959,0
1960,0
1961,0
1962,1
1963,1
1964,0
1965,1
1966,1
1967,0
1968,1
1969,1
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,1
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,1
1999,1
2000,0
2001,0
2002,1
2003,0
2004,0
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2021,0
2022,0
2023,0
2024,0
2025,0
2026,1
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,1
2034,0
2035,1
2036,0
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,0
2045,1
2046,0
2047,0
2048,0
2049,0
2050,1
2051,0
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,0
2059,1
2060,1
2061,0
2062,1
2063,0
2064,0
2065,1
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,0
2073,0
2074,1
2075,0
2076,1
2077,1
2078,1
2079,0
2080,1
2081,0
2082,0
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,1
2091,1
2092,1
2093,0
2094,1
2095,1
2096,1
2097,1
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,1
2112,0
2113,0
2114,1
2115,0
2116,0
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,0
2124,0
2125,0
2126,1
2127,1
2128,0
2129,1
2130,0
2131,0
2132,0
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,1
2151,1
2152,0
2153,0
2154,1
2155,1
2156,0
2157,1
2158,1
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,0
2170,0
2171,1
2172,1
2173,0
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,0
2183,0
2184,1
2185,1
2186,1
2187,0
2188,0
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,0
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,0
2218,0
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,0
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,0
2238,1
2239,0
2240,1
2241,1
2242,0
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,1
2259,1
2260,1
2261,1
2262,0
2263,1
2264,0
2265,0
2266,0
2267,1
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,1
2277,1
2278,0
2279,0
2280,0
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,0
2289,0
2290,0
2291,1
2292,0
2293,0
2294,1
2295,1
2296,0
2297,0
2298,0
2299,1
2300,1
2301,1
2302,0
2303,0
2304,1
2305,1
2306,1
2307,0
2308,1
2309,0
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,1
2328,0
2329,0
2330,1
2331,1
2332,0
2333,1
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,1
2341,0
2342,1
2343,0
2344,0
2345,1
2346,1
2347,0
2348,0
2349,0
2350,1
2351,1
2352,1
2353,0
2354,0
2355,0
2356,1
2357,1
2358,1
2359,1
2360,0
2361,1
2362,1
2363,0
2364,0
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,1
2372,1
2373,1
2374,1
2375,0
2376,1
2377,1
2378,0
2379,1
2380,0
2381,1
2382,0
2383,1
2384,0
2385,1
2386,0
2387,0
2388,1
2389,1
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,0
2397,0
2398,1
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,0
2414,0
2415,1
2416,1
2417,1
2418,0
2419,0
2420,1
2421,0
2422,1
2423,1
2424,0
2425,0
2426,0
2427,0
2428,1
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,0
2436,0
2437,1
2438,1
2439,0
2440,0
2441,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,0
2450,1
2451,0
2452,1
2453,0
2454,0
2455,1
2456,1
2457,1
2458,0
2459,1
2460,0
2461,1
2462,1
2463,0
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,1
2471,0
2472,0
2473,0
2474,1
2475,0
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,0
2497,0
2498,1
2499,0
2500,1
2501,0
2502,0
2503,0
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,0
2523,1
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,0
2535,1
2536,1
2537,1
2538,0
2539,0
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,1
2547,1
2548,0
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,0
2564,0
2565,0
2566,1
2567,0
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,0
2585,1
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,0
2607,0
2608,1
2609,1
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,0
2617,1
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,1
2632,0
2633,1
2634,1
2635,1
2636,0
2637,0
2638,1
2639,0
2640,0
2641,1
2642,1
2643,1
2644,1
2645,0
2646,1
2647,0
2648,0
2649,0
2650,0
2651,1
2652,0
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,0
2662,0
2663,1
2664,1
2665,0
2666,0
2667,1
2668,0
2669,0
2670,0
2671,1
2672,0
2673,0
2674,0
2675,0
2676,1
2677,1
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,0
2688,1
2689,1
2690,0
2691,1
2692,1
2693,0
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,1
2710,1
2711,0
2712,1
2713,1
2714,1
2715,0
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,0
2729,1
2730,1
2731,0
2732,1
2733,0
2734,0
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,0
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,0
2749,0
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,1
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,1
2764,1
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,1
2788,1
2789,1
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,0
2798,1
2799,1
2800,1
2801,1
2802,0
2803,0
2804,1
2805,0
2806,1
2807,0
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,1
2816,0
2817,0
2818,0
2819,0
2820,1
2821,0
2822,1
2823,0
2824,1
2825,1
2826,0
2827,0
2828,0
2829,1
2830,1
2831,0
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,1
2840,0
2841,0
2842,0
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,0
2850,0
2851,1
2852,0
2853,0
2854,1
2855,1
2856,1
2857,0
2858,1
2859,0
2860,1
2861,1
2862,1
2863,0
2864,1
2865,0
2866,0
2867,1
2868,1
2869,1
2870,1
2871,1
2872,0
2873,0
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,1
2883,0
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,1
2891,1
2892,1
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,1
2900,1
2901,0
2902,1
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,1
2911,1
2912,1
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,1
2920,1
2921,1
2922,0
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,1
2930,0
2931,1
2932,0
2933,0
2934,0
2935,0
2936,1
2937,0
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2947,0
2948,0
2949,1
2950,1
2951,1
2952,1
2953,1
2954,0
2955,0
2956,1
2957,0
2958,1
2959,0
2960,0
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,1
2970,0
2971,1
2972,1
2973,1
2974,1
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,0
2995,0
2996,1
2997,0
2998,1
